"2023-06-14 04:03:30 p. m.","22,7","13,4","37,1","883,4","1139","883,4","3,3","21,5","7,3","1715","0,1","-3,3","177","178","22,6","session"
"2023-06-14 04:04:00 p. m.","22,8","13,8","38,7","883,5","1138","883,5","8,3","21,7","8,0","1718","0,3","-8,3","183","184","22,7","session"
"2023-06-14 04:04:30 p. m.","22,3","13,5","39,1","883,5","1139","883,5","2,6","21,3","7,7","1702","0,1","-2,6","181","182","22,3","session"
"2023-06-14 04:05:00 p. m.","23,5","14,5","39,5","883,4","1139","883,4","1,8","22,3","8,9","1746","0,0","-1,8","180","180","23,4","session"
"2023-06-14 04:05:30 p. m.","23,5","14,2","38,1","883,5","1138","883,5","7,5","22,2","8,4","1743","0,6","-7,5","183","183","23,4","session"
"2023-06-14 04:06:00 p. m.","22,1","13,1","37,7","883,5","1139","883,5","6,0","21,0","7,0","1691","0,3","-6,0","182","183","22,0","session"
"2023-06-14 04:06:30 p. m.","23,5","14,3","38,5","883,4","1139","883,4","8,2","22,2","8,5","1744","1,0","-8,2","187","187","23,4","session"
"2023-06-14 04:07:00 p. m.","22,5","13,2","36,7","883,4","1139","883,4","7,5","21,4","7,0","1709","0,8","-7,4","186","187","22,5","session"
"2023-06-14 04:07:30 p. m.","23,9","14,5","37,6","883,5","1139","883,5","12,0","22,6","8,6","1759","0,9","-12,0","184","184","23,9","session"
"2023-06-14 04:08:00 p. m.","22,6","13,7","37,6","883,5","1139","883,5","10,9","21,5","7,4","1713","0,7","-10,8","183","184","22,6","session"
"2023-06-14 04:08:30 p. m.","21,7","12,9","38,4","883,4","1139","883,4","4,6","20,6","6,9","1678","0,3","-4,6","184","184","21,6","session"
"2023-06-14 04:09:00 p. m.","21,2","12,6","38,7","883,5","1139","883,5","11,2","20,1","6,6","1660","1,0","-11,1","184","184","21,1","session"
"2023-06-14 04:09:30 p. m.","21,9","13,2","39,2","883,5","1139","883,5","7,8","20,9","7,4","1685","0,7","-7,7","185","186","21,8","session"
"2023-06-14 04:10:00 p. m.","20,6","12,1","38,7","883,5","1138","883,5","7,4","19,2","6,1","1638","0,7","-7,4","185","185","20,5","session"
"2023-06-14 04:10:30 p. m.","22,2","13,6","40,0","883,5","1139","883,5","7,7","21,2","7,9","1698","0,8","-7,7","186","186","22,1","session"
"2023-06-14 04:11:00 p. m.","20,5","12,0","38,7","883,5","1139","883,5","9,4","19,0","5,9","1634","1,1","-9,4","186","186","20,4","session"
"2023-06-14 04:11:30 p. m.","21,7","13,1","39,6","883,5","1139","883,5","5,6","20,8","7,4","1682","0,8","-5,5","187","188","21,7","session"
"2023-06-14 04:12:00 p. m.","22,9","13,8","38,4","883,5","1139","883,5","6,7","21,6","8,0","1721","0,7","-6,7","185","186","22,8","session"
"2023-06-14 04:12:30 p. m.","22,2","13,2","37,8","883,5","1139","883,5","6,5","21,1","7,1","1697","0,4","-6,5","183","183","22,2","session"
"2023-06-14 04:13:00 p. m.","21,7","12,9","38,5","883,4","1139","883,4","8,1","20,7","7,0","1680","0,1","-8,1","179","179","21,7","session"
"2023-06-14 04:13:30 p. m.","21,0","12,4","38,6","883,4","1139","883,4","10,1","19,8","6,3","1653","1,1","-10,1","185","185","20,9","session"
"2023-06-14 04:14:00 p. m.","21,6","13,0","39,1","883,5","1139","883,5","10,0","20,7","7,1","1675","0,1","-10,0","179","180","21,5","session"
"2023-06-14 04:14:30 p. m.","20,8","12,3","39,2","883,4","1139","883,4","3,7","19,5","6,4","1646","0,0","-3,7","180","181","20,7","session"
"2023-06-14 04:15:00 p. m.","20,8","12,3","39,0","883,4","1139","883,4","9,1","19,6","6,4","1649","0,2","-9,1","181","182","20,8","session"
"2023-06-14 04:15:30 p. m.","22,0","13,4","39,8","883,5","1139","883,5","11,2","21,0","7,7","1691","0,9","-11,1","185","186","21,9","session"
"2023-06-14 04:16:00 p. m.","21,8","13,2","39,9","883,4","1139","883,4","4,5","20,8","7,6","1685","0,3","-4,5","183","183","21,7","session"
"2023-06-14 04:16:30 p. m.","22,1","13,4","39,5","883,4","1139","883,4","8,7","21,2","7,7","1697","0,9","-8,7","185","186","22,1","session"
"2023-06-14 04:17:00 p. m.","20,9","12,4","38,6","883,4","1139","883,4","7,5","19,6","6,3","1650","0,8","-7,4","186","187","20,8","session"
"2023-06-14 04:17:30 p. m.","20,8","12,5","39,7","883,4","1139","883,4","10,0","19,6","6,6","1649","0,8","-10,0","184","185","20,8","session"
"2023-06-14 04:18:00 p. m.","22,0","13,4","39,8","883,5","1139","883,5","13,0","21,1","7,8","1693","1,3","-12,9","185","186","22,0","session"
"2023-06-14 04:18:30 p. m.","22,1","13,3","39,2","883,4","1139","883,4","9,2","21,2","7,6","1696","0,7","-9,2","184","184","22,1","session"
"2023-06-14 04:19:00 p. m.","23,1","14,2","39,6","883,5","1138","883,5","9,3","22,0","8,6","1732","0,3","-9,3","182","183","23,1","session"
"2023-06-14 04:19:30 p. m.","22,0","13,2","39,1","883,5","1138","883,5","10,4","21,1","7,4","1690","0,2","-10,4","181","181","22,0","session"
"2023-06-14 04:20:00 p. m.","21,5","12,9","39,2","883,5","1139","883,5","8,4","20,5","7,0","1671","0,1","-8,4","179","180","21,4","session"
"2023-06-14 04:20:30 p. m.","20,7","12,3","39,3","883,5","1139","883,5","6,1","19,5","6,4","1643","0,1","-6,1","181","181","20,7","session"
